term_id,week,zh_term,vi_term,en_term,question,opt1,opt2,opt3,opt4,correct,type
W08-001,8,單醣,Đường đơn (monosaccharide),Monosaccharide,「Đường đơn (monosaccharide)」的中文是什麼?,多醣,單醣,果糖,醛醣,2,越→中
W08-002,8,雙醣,Đường đôi (disaccharide),Disaccharide,「Đường đôi (disaccharide)」的中文是什麼?,酮醣,乳糖,蔗糖,雙醣,4,越→中
W08-003,8,多醣,Đường đa (polysaccharide),Polysaccharide,「Đường đa (polysaccharide)」的中文是什麼?,果糖,蔗糖,多醣,雙醣,3,越→中
W08-004,8,葡萄糖,Glucose,Glucose,「Glucose」的中文是什麼?,葡萄糖,肝醣,醣蛋白,異構物,1,越→中
W08-005,8,果糖,Fructose,Fructose,「Fructose」的中文是什麼?,乳糖,果糖,多醣,酮醣,2,越→中
W08-006,8,半乳糖,Galactose,Galactose,「Galactose」的中文是什麼?,半乳糖,纖維素,醣苷鍵,葡萄糖,1,越→中
W08-007,8,蔗糖,Sucrose,Sucrose,「Sucrose」的中文是什麼?,澱粉,蔗糖,單醣,醛醣,2,越→中
W08-008,8,乳糖,Lactose,Lactose,「Lactose」的中文是什麼?,醛醣,肝醣,乳糖,果糖,3,越→中
W08-009,8,麥芽糖,Maltose,Maltose,「Maltose」的中文是什麼?,纖維素,麥芽糖,醣蛋白,單醣,2,越→中
W08-010,8,醣苷鍵,Liên kết glycosidic,Glycosidic bond,「Liên kết glycosidic」的中文是什麼?,醣苷鍵,半乳糖,纖維素,還原糖,1,越→中
W08-011,8,澱粉,Tinh bột,Starch,「Tinh bột」的中文是什麼?,醛醣,酮醣,果糖,澱粉,4,越→中
W08-012,8,肝醣,Glycogen,Glycogen,「Glycogen」的中文是什麼?,酮醣,乳糖,肝醣,單醣,3,越→中
W08-013,8,纖維素,Cellulose,Cellulose,「Cellulose」的中文是什麼?,醣苷鍵,纖維素,半乳糖,麥芽糖,2,越→中
W08-014,8,醛醣,Aldose,Aldose,「Aldose」的中文是什麼?,醛醣,肝醣,果糖,澱粉,1,越→中
W08-015,8,酮醣,Ketose,Ketose,「Ketose」的中文是什麼?,單醣,果糖,酮醣,乳糖,3,越→中
W08-016,8,異構物,Đồng phân,Isomer,「Đồng phân」的中文是什麼?,醣苷鍵,醣蛋白,異構物,纖維素,3,越→中
W08-017,8,醣蛋白,Glycoprotein,Glycoprotein,「Glycoprotein」的中文是什麼?,澱粉,還原糖,異構物,醣蛋白,4,越→中
W08-018,8,還原糖,Đường khử,Reducing sugar,「Đường khử」的中文是什麼?,葡萄糖,麥芽糖,纖維素,還原糖,4,越→中
W08-E01,8,澱粉,Tinh bột,Starch,(標圖:多醣結構圖) 標號1指的是哪一種多醣?,纖維素,澱粉,蔗糖,肝醣,2,標圖
W08-E02,8,纖維素,Cellulose,Cellulose,(標圖:多醣結構圖) 標號3指的是哪一種多醣?,纖維素,澱粉,麥芽糖,肝醣,1,標圖
W08-E03,8,澱粉—α(1→4)鏈偶爾有α(1→6)分支,,,哪一個配對正確?,澱粉—α(1→4)鏈偶爾有α(1→6)分支,蔗糖—由兩個葡萄糖組成,纖維素—動物儲存能量用的多醣,肝醣—人體無法消化的β鍵多醣,1,配對
W08-E04,8,2個,,,麥芽糖完全水解後可以得到幾個葡萄糖分子?,0個,1個,3個,2個,4,計算
