term_id,week,zh_term,vi_term,en_term,question,opt1,opt2,opt3,opt4,correct,type
W02-001,2,水,Nước,Water,「Nước」的中文是什麼?,極性,解離,水,鹼,3,越→中
W02-002,2,氫鍵,Liên kết hydrogen,Hydrogen bond,「Liên kết hydrogen」的中文是什麼?,氫鍵,熵,平衡,溶劑,1,越→中
W02-003,2,共價鍵,Liên kết cộng hóa trị,Covalent bond,「Liên kết cộng hóa trị」的中文是什麼?,溶質,共價鍵,平衡,離子鍵,2,越→中
W02-004,2,極性,Phân cực,Polar,「Phân cực」的中文是什麼?,熵,解離,濃度,極性,4,越→中
W02-005,2,非極性,Không phân cực,Nonpolar,「Không phân cực」的中文是什麼?,共價鍵,氫鍵,非極性,平衡,3,越→中
W02-006,2,親水性,Ưa nước,Hydrophilic,「Ưa nước」的中文是什麼?,離子鍵,滴定曲線,非極性,親水性,4,越→中
W02-007,2,疏水性,Kỵ nước,Hydrophobic,「Kỵ nước」的中文是什麼?,極性,滴定曲線,疏水性,親水性,3,越→中
W02-008,2,溶質,Chất tan,Solute,「Chất tan」的中文是什麼?,平衡,溶質,酸,溶劑,2,越→中
W02-009,2,溶劑,Dung môi,Solvent,「Dung môi」的中文是什麼?,極性,解離,溶劑,平衡,3,越→中
W02-010,2,濃度,Nồng độ,Concentration,「Nồng độ」的中文是什麼?,濃度,氫鍵,熵,共價鍵,1,越→中
W02-011,2,酸,Acid,Acid,「Acid」的中文是什麼?,解離,熵,酸,氫鍵,3,越→中
W02-012,2,鹼,Base,Base,「Base」的中文是什麼?,鹼,濃度,極性,溶劑,1,越→中
W02-013,2,解離,Sự phân li,Dissociation,「Sự phân li」的中文是什麼?,熵,平衡,溶劑,解離,4,越→中
W02-014,2,平衡,Cân bằng,Equilibrium,「Cân bằng」的中文是什麼?,溶質,解離,溶劑,平衡,4,越→中
W02-015,2,平衡常數,Hằng số cân bằng,Equilibrium constant,「Hằng số cân bằng」的中文是什麼?,解離,平衡常數,滴定曲線,離子鍵,2,越→中
W02-016,2,緩衝溶液,Dung dịch đệm,Buffer solution,「Dung dịch đệm」的中文是什麼?,共價鍵,疏水性,緩衝溶液,平衡常數,3,越→中
W02-017,2,滴定曲線,Đường cong chuẩn độ,Titration curve,「Đường cong chuẩn độ」的中文是什麼?,共價鍵,滴定曲線,親水性,凡德瓦力,2,越→中
W02-018,2,凡德瓦力,Lực van der Waals,Van der Waals force,「Lực van der Waals」的中文是什麼?,離子鍵,非極性,氫鍵,凡德瓦力,4,越→中
W02-019,2,離子鍵,Liên kết ion,Ionic bond,「Liên kết ion」的中文是什麼?,解離,濃度,疏水性,離子鍵,4,越→中
W02-020,2,熵,Entropy,Entropy,「Entropy」的中文是什麼?,熵,平衡,濃度,水,1,越→中
W02-E01,2,氫鍵,Liên kết hydrogen,Hydrogen bond,(標圖:水分子氫鍵) 虛線標號1代表什麼?,氫鍵,離子鍵,共價鍵,凡德瓦力,1,標圖
W02-E02,2,緩衝區,,,(標圖:pH 滴定曲線) 圖中央那段平緩、pH 變化很小的曲線稱為什麼?,當量點,緩衝區,終點,起始點,2,標圖
W02-E03,2,疏水性—不溶於水,,,哪一個配對正確?,鹼—釋出H⁺,疏水性—不溶於水,酸—釋出OH⁻,親水性—不溶於水,2,配對
W02-E04,2,3,,,"[H+]=10⁻³ M,pH=多少?",3,10,4,11,1,計算
